Indicador,Formación bruta de capital fijo,Talento,Población,PEA,Superficie,PIB corriente,PIB constante,Unidades económicas totales,Incidencia delictiva,Percepción sobre inseguridad,Imparcialidad de los jueces,Calidad institucional de la justicia,Duración procedimientos mercantiles,Indice de eficiencia en la ejecución de sentencias,Ejecución de contratos,Número de notarios,Homicidios,Superficie anual reforestada,Fuentes de energía no contaminantes,Extensión arbolada ,Emergencias industriales,Biodiversidad (especies de fauna y flora),Areas naturales protegidas,Empresas certificadas por su responsabilidad ambiental (en cada diez mil unidades económicas),Valor de la producción agrícola,"Sobre_
explotación de acuíferos",Volumen tratado de aguas residuales (Caudal tratado),Generación de residuos sólidos,Disposición en rellenos sanitarios,Tasa de dependencia económica,Población con acceso a agua potable,Esperanza de vida,Población sin acceso a instituciones de salud,Más de 1 y hasta 2 S.M.,Más de 5 S.M.,Número de médicos por cada mil habitantes,Muertes provocadas por desnutrición,Población ocupada femenil,Ingreso promedio de la mujer,Número de diputadas en la cámara de diputados federal,Número total de diputados en la cámara de diputados federal,Analfabetismo,Eficiencia terminal en secundaria,Eficiencia terminal en preparatoria,Atracción de talento,Calidad educativa,Población económicamente activa que ha recibido capacitación,Deuda directa,Saldos totales de las obligaciones financieras de las entidades federativas,Crecimiento promedio del PIB,Deuda como porcentaje de ingresos garantizables,Plazo promedio de vencimiento de la deuda,Extensión de período gubernamental de presidentes municipales,Participación ciudadana en las elecciones,ïndice Molinar,Elasticidad Salario-PIB,Salarios promedio,Población ocupada en el sector primario,Productividad agrícola (por Ha. Cosechada),Grado promedio de escolaridad,Costo de inmuebles,Inversión ejercida en adquisición de vivienda,Activos fijos netos,Superficie agrícola (media móvil de 4 años),Hogares con televisión de paga y telefonía fija,Penetración de la telefonía movil,Hogares con acceso a internet,Total de hogares,Número de computadoras,Captación de la banca comercial,Red carretera avanzada,Accidentes por malas condiciones del camino,Carga portuaria (aérea y marítima),Operaciones atendidas en los aeropuertos,Destinos aéreos ,Unidades de transporte público,Número de créditos ejercidos,Módulos de la banca múltiple,Oficinas de banca comercial,Monto de las primas pagadas en seguro directo,Disponibilidad de aeropuertos,Índice de calidad de la transparencia,Facilidad para abrir una empresa,Agilidad del registro público,Índice de calidad de calidad de gobierno electrónico,Índice de información presupuestal,Autonomía fiscal,Inversión en bienes informáticos,Eficiencia en recaudación,Recaudación de tenencia,Índice de corrupción y buen gobierno,Personas en el mercado informal,Flujo de extranjeros,Ingresos directos por turismo( Servicios de alojamiento temporal y de preparación de alimentos y bebidas) ,Exportaciones (estimado),Importaciones (estimado),Inversión extranjera directa (neta),Correspondencia internacional enviada y recibida,"PIB sector industrial (incluye construccion, manufactura, mineria, electricidad, agua y gas)","PIB servicios (incluye comercio, restaurantes, hoteles, transporte, almacenaje, telecomunicaciones, servicios financieros, seguros, actividades inmobiliarias y de alquiler, servicios comunales, sociales y personales)",Patentes solicitadas por entidad de residencia del inventor,Empresas con ISO 9000,Investigadores,PIB en dólares
Colima,749.67054,0.29716,580428.00000,271893.00000,5627.00000,43466960.79295,40298453.03558,79185.00000,6287.00000,19.61442,3.05000,2.82000,3.60000,3.42000,0.19333,7.00000,53.00000,2333.00000,0.20438,242663.00000,4.00000,664.00000,6420.31000,4.00000,11627.28647,0.54005,373.90000,171.55000,87.00000,52.11966,98.00000,74.70150,0.27176,61901.00000,33282.00000,2.11223,38.00000,98660.00000,0.93330,1.00000,5.00000,5.40000,78.20000,60.80000,0.14727,497.02000,6143.00000,12.26750,437200.00000,0.00764,23.50000,5.06000,0.00000,55.10000,1.93499,1.43446,27.66000,36645.00000,16.21506,8.30000,,1013693.00000,25674494.00000,159836.78000,25296.00000,40.30000,9603.00000,140865.00000,16.91494,5513.46850,18.42672,0.00000,11968.18604,12224.00000,11.00000,2442.00000,12666.00000,127.68258,60.00000,164798.00000,3.55429,57.69911,0.40475,0.28700,26.67000,54.76000,0.96528,1120659.00000,0.00000,0.00000,5.40000,58950.00000,0.00808,2125384.90661,66971.70567,38914.49815,6.94140,225.00000,11474547.56225,0.00000,4.00000,22.00000,55.00000,3853453.97101
Distrito Federal,35706.44642,0.48271,8674350.50000,3993242.00000,6611.00000,1500899253.03409,1368286880.26961,342486.00000,19663.00000,86.25526,2.86000,2.44000,3.66000,3.48000,0.60167,31.00000,948.00000,4729.00000,0.15674,52719.00000,16.00000,808.00000,64.32000,47.00000,1356810.32397,1.81851,3790.00000,4500.45000,4500.00000,45.23660,99.50000,75.27740,0.25156,853521.00000,553126.00000,2.62095,508.00000,1599000.00000,1.00130,17.00000,51.00000,2.70000,81.80000,51.10000,0.05061,520.88000,154404.00000,15.12078,42310000.00000,0.00850,144.70000,8.73000,0.00000,69.00000,2.72394,0.25756,31.31000,13402.50000,37.41019,10.00000,,15754088.10000,662468926.00000,25328.99250,505907.00000,63.20000,383253.00000,2182785.00000,32.99569,590276.92872,46.97987,0.00000,409.20515,322151.00000,123.00000,109355.00000,78823.00000,386.81592,1642.00000,28865774.00000,1.51263,91.81874,0.18075,0.66633,33.52000,61.90000,0.52844,0.00000,0.00000,23.90138,16.50000,1084524.00000,0.09723,37441458.07737,52042002.88699,42882173.16595,14334.29653,18385.00000,227989489.99038,0.00000,179.00000,879.00000,4831.00000,133058444.41792
Durango,2183.58936,0.29692,1472330.50000,554308.00000,123367.00000,106969678.13742,99636181.28072,37864.00000,10580.00000,39.64646,3.02000,2.51000,4.07000,3.47000,0.22533,11.00000,166.00000,3808.00000,0.00477,5484421.00000,5.00000,1455.00000,3517.13000,24.00000,6312.45519,0.75734,2433.70000,456.25000,310.00000,60.19673,93.60000,73.80750,0.20233,150985.00000,44195.00000,1.92756,57.00000,180316.00000,1.05220,3.00000,10.00000,4.70000,77.30000,55.70000,0.09050,500.50000,33195.00000,24.35485,2592200.00000,0.04333,82.70000,6.88000,0.00000,50.40000,1.73459,0.07508,20.67000,114924.00000,6.30213,7.90000,,1307953.30000,37036583.00000,653780.76000,47210.00000,15.20000,24361.00000,336231.00000,14.08191,9708.49512,9.07207,0.00000,0.24186,15075.00000,9.00000,12503.00000,14237.00000,282.82053,84.00000,381627.00000,0.08106,69.07723,0.43075,0.75833,2.22000,76.19000,0.87617,34128998.00000,0.00000,0.00000,11.85000,125371.00000,0.00025,1484261.55906,758302.82786,912101.87081,80.05702,450.00000,39478856.19614,0.00000,1.00000,24.00000,36.00000,9483127.49445
Guanajuato,6178.61046,0.19803,4868284.00000,1889222.00000,30621.00000,319972952.47057,298270934.62929,150746.00000,7707.00000,39.19940,2.93000,2.54000,3.21000,3.36000,0.39733,42.00000,177.00000,4180.00000,0.20438,412810.00000,6.00000,694.00000,0.00000,14.00000,5709.04171,1.49904,2879.00000,1554.90000,1061.00000,62.21583,94.30000,74.46540,0.23437,426955.00000,149816.00000,1.15195,522.00000,665527.00000,0.92720,7.00000,20.00000,10.20000,78.10000,54.60000,0.04661,507.89000,937260.00000,1.91634,1536400.00000,0.03524,17.20000,9.76000,0.00000,63.90000,1.65686,0.21588,22.05000,303884.00000,10.93973,7.00000,,5456177.40000,124080601.00000,1011837.88250,133520.00000,29.00000,43018.00000,1049712.00000,17.68892,45458.37029,10.72988,0.00000,1.56801,26180.00000,21.00000,16110.00000,27804.00000,326.32738,333.00000,1279983.00000,0.32657,79.66385,0.02575,0.20633,33.59000,40.48000,0.93133,0.00000,0.00000,0.00000,7.05000,555892.00000,0.00497,6716755.70763,2411606.34317,3230583.56257,73.00159,1157.00000,122536790.92157,0.00000,22.00000,93.00000,310.00000,28366396.49562
Guerrero,2345.34585,0.24129,3156740.00000,1234007.00000,63618.00000,128968805.40573,121373443.79266,95261.00000,8186.00000,55.58404,3.23000,2.60000,3.57000,2.89000,0.40800,16.00000,591.00000,6218.00000,0.32795,3551653.00000,4.00000,1785.00000,58.28000,9.00000,114257.13631,0.26257,1662.50000,839.50000,309.00000,69.36342,72.30000,72.58000,0.27774,230725.00000,61262.00000,1.31528,273.00000,395553.00000,0.89090,0.00000,14.00000,18.80000,65.10000,65.70000,0.04131,467.73000,13268.00000,2.31544,2417500.00000,0.01413,46.80000,8.42000,0.00000,55.00000,2.04195,-0.58816,21.01000,347954.50000,8.00447,6.70000,,1284742.50000,81850432.00000,798690.59500,41785.00000,21.20000,22523.00000,677901.00000,12.49664,14703.99904,6.80343,0.00000,493.74056,38211.00000,37.00000,46436.00000,15207.00000,388.10003,152.00000,416137.00000,0.31438,66.49077,0.47400,0.59733,2.22000,71.43000,0.90238,0.00000,0.00000,8.27156,11.55000,378613.00000,0.00000,10755643.71621,26631.95476,31184.95052,24.92166,471.00000,21262213.76289,0.00000,0.00000,28.00000,17.00000,11433404.73455
Hidalgo,2127.06104,0.24139,2327585.00000,994235.00000,20856.00000,120232762.14110,108095494.10749,62521.00000,5743.00000,42.38806,3.05000,2.51000,3.04000,3.15000,0.27933,31.00000,88.00000,3365.00000,0.15674,403685.00000,8.00000,1246.00000,1220.32000,11.00000,25091.40877,0.52614,47.70000,569.40000,97.00000,59.79761,87.90000,73.89180,0.27665,226070.00000,69149.00000,1.46547,256.00000,336402.00000,0.83300,1.00000,10.00000,12.90000,82.00000,56.90000,0.06578,485.47000,26241.00000,3.38528,1271500.00000,0.02012,28.50000,5.58000,0.00000,69.30000,1.73819,0.78193,21.15000,266685.00000,6.85007,7.30000,,1915496.80000,76192235.00000,542481.44000,63896.00000,34.40000,25191.00000,549741.00000,6.56535,13408.50755,8.91147,0.00000,0.00000,0.00000,0.00000,11999.00000,23272.00000,206.17633,103.00000,338838.00000,0.47948,65.84077,0.43075,0.32133,43.75000,50.00000,0.93822,584122.00000,0.00000,12.62864,7.65000,291001.00000,0.03822,1744362.22127,677624.06258,663625.60893,0.61258,596.00000,53306152.80908,0.00000,1.00000,57.00000,106.00000,10658930.64675
Jalisco,9891.17759,0.28521,6606780.50000,2971339.00000,78630.00000,530530071.89992,497892264.53155,214623.00000,14487.00000,54.64459,2.63000,2.27000,2.06000,3.38000,0.29000,9.00000,411.00000,14413.00000,0.20438,3030307.00000,2.00000,2108.00000,2082.97000,39.00000,19306.38998,0.37638,2720.90000,2427.25000,1935.00000,56.94248,92.90000,74.55860,0.24406,460330.00000,280595.00000,1.66738,588.00000,1078989.00000,0.86610,4.00000,29.00000,5.50000,73.50000,55.90000,0.07699,520.89000,185372.00000,8.28227,6231900.00000,0.01220,40.80000,9.52000,0.00000,66.00000,2.20212,0.53358,26.90000,275164.50000,12.15457,8.10000,,8671037.00000,191545708.00000,1386260.90250,323095.00000,45.50000,125357.00000,1554015.00000,10.47959,88707.56784,11.60827,0.00000,125.96814,159444.00000,99.00000,21753.00000,40365.00000,192.72537,665.00000,3416823.00000,0.25436,77.60536,0.26675,0.73500,41.52000,69.05000,0.89742,15778067.00000,0.00000,0.00000,6.85000,908573.00000,0.10638,18689877.62411,13130444.19348,11722511.98103,607.55469,4342.00000,163022518.96880,0.00000,59.00000,197.00000,430.00000,47032807.79255
México,11898.07642,0.29291,14305592.50000,6275161.00000,22333.00000,721313010.32632,672160727.14274,364921.00000,16147.00000,66.60808,3.34000,2.92000,4.09000,3.39000,0.48333,53.00000,1735.00000,15187.00000,0.15674,645858.00000,9.00000,1679.00000,1531.27000,34.00000,25857.16819,2.30633,4450.70000,5708.60000,3406.00000,51.23648,90.60000,74.77540,0.23565,1373691.00000,463270.00000,0.89420,890.00000,1903408.00000,1.01710,12.00000,63.00000,5.70000,79.50000,55.60000,0.39842,494.91000,257474.00000,35.91163,29988400.00000,0.01078,107.60000,18.61000,0.00000,51.10000,2.48204,-0.07964,22.97000,290680.00000,10.96532,8.60000,,10856924.80000,254329269.00000,896691.55000,437634.00000,15.40000,273305.00000,3112118.00000,20.37019,80565.51661,12.31759,0.00000,31.37154,60886.00000,2.00000,13323.00000,49552.00000,541.49963,605.00000,3495895.00000,0.89554,81.20000,0.51700,0.55100,43.24000,50.00000,0.87505,23001300.00000,0.00000,21.71665,13.00000,1759269.00000,0.00088,12677793.21544,5949374.57286,11281937.69765,3555.43472,516.00000,256398666.85470,0.00000,58.00000,419.00000,578.00000,63946188.85872
Michoacán,3461.52661,0.23817,4024225.00000,1580704.00000,58667.00000,200443828.58215,185487608.79954,141426.00000,9402.00000,49.21630,3.10000,2.42000,3.42000,3.17000,0.31133,21.00000,552.00000,10256.00000,0.20438,2602727.00000,7.00000,1765.00000,851.61000,11.00000,17068.00097,0.55142,1052.20000,1076.75000,392.00000,62.13509,91.00000,73.92660,0.28574,404909.00000,110842.00000,1.23005,372.00000,603082.00000,0.92230,5.00000,23.00000,12.30000,68.70000,55.40000,0.09195,499.16000,29796.00000,10.33242,1481800.00000,0.01992,21.00000,8.40000,0.00000,53.30000,2.42160,0.88098,23.12000,390310.00000,15.39451,6.80000,,2213884.10000,68071357.00000,1010395.62250,148703.00000,25.30000,41439.00000,923308.00000,10.42411,35172.72857,7.13692,0.00000,18681.46314,23698.00000,20.00000,28336.00000,14476.00000,382.63752,276.00000,764155.00000,0.68181,62.30015,0.05125,0.37867,46.16000,47.62000,0.93920,25968736.00000,0.00000,0.00000,7.80000,557359.00000,0.00274,4820038.27804,690508.42133,547621.42238,-1.50183,1140.00000,47821912.56558,0.00000,10.00000,33.00000,236.00000,17769842.95941
Morelos,1841.47127,0.31107,1632670.00000,698681.00000,4892.00000,97570932.56060,91978003.93555,63647.00000,11282.00000,56.71991,3.21000,2.62000,3.25000,3.51000,0.64467,4.00000,158.00000,4100.00000,0.15674,88488.00000,5.00000,994.00000,1243.82000,11.00000,43584.01048,0.91321,1075.50000,525.60000,118.00000,55.73095,91.00000,74.99210,0.28666,137514.00000,35590.00000,1.48101,182.00000,260606.00000,0.91980,2.00000,10.00000,8.10000,87.50000,70.00000,0.20737,505.29000,17581.00000,5.92778,851100.00000,0.01713,23.50000,3.78896,0.00000,62.70000,1.59529,0.90165,21.13000,75658.50000,27.76714,8.30000,,1545767.20000,28522456.00000,132918.81750,51430.00000,48.80000,18027.00000,379856.00000,15.28122,13941.00527,15.55131,0.00000,0.00000,8719.00000,3.00000,14657.00000,6823.00000,146.89084,122.00000,486423.00000,2.04415,72.24909,0.29275,0.57433,52.38000,57.14000,0.90282,6085767.00000,0.00000,13.46318,9.65000,231164.00000,0.00000,3665210.16003,404247.17986,513947.48199,241.91048,625.00000,32585059.53502,0.00000,14.00000,44.00000,581.00000,8649905.36885
Nayarit,817.84163,0.29109,937474.50000,398976.00000,27862.00000,48168349.66148,45068805.37522,29896.00000,5522.00000,21.56074,2.51000,2.11000,3.80000,2.35000,0.31167,5.00000,140.00000,7759.00000,0.20438,1271817.00000,0.00000,1413.00000,21949.19000,4.00000,75560.02270,0.46235,1467.10000,262.80000,153.00000,56.99966,93.80000,74.27050,0.27453,96290.00000,33862.00000,1.95632,72.00000,151520.00000,0.97650,3.00000,9.00000,7.80000,82.90000,59.30000,0.04892,498.00000,13348.00000,1.97901,270700.00000,0.00651,11.30000,4.42000,0.00000,62.70000,1.90113,0.27814,21.94000,98572.50000,11.91196,7.90000,,982822.00000,27985532.00000,330099.97250,28331.00000,22.60000,17497.00000,225112.00000,12.76475,7640.25377,8.74618,0.00000,0.10033,10363.00000,2.00000,6685.00000,6103.00000,143.02781,58.00000,211067.00000,0.35891,72.24807,0.49125,0.65467,8.57000,71.43000,0.88064,0.00000,0.00000,12.30693,5.75000,111465.00000,0.00000,3164303.38977,42793.05104,26865.24831,79.09510,249.00000,10263692.41231,0.00000,0.00000,10.00000,15.00000,4270243.76432
Nuevo León,12656.34598,0.42440,4108196.00000,1814005.00000,64203.00000,608018410.29621,551686259.33578,110148.00000,8046.00000,40.54795,3.01000,2.71000,3.94000,3.49000,0.38667,28.00000,114.00000,2989.00000,0.00477,348637.00000,7.00000,1302.00000,1834.43000,30.00000,4373.34107,0.70627,9754.20000,1708.20000,1607.00000,49.92621,96.90000,74.77060,0.19346,233570.00000,339676.00000,1.56808,130.00000,635307.00000,0.91780,3.00000,17.00000,2.90000,85.50000,53.90000,0.08299,519.60000,129739.00000,9.92884,9248800.00000,0.03976,84.50000,11.52000,0.00000,62.50000,1.60955,0.09054,32.85000,57814.00000,7.04694,9.30000,,9899123.20000,330733822.00000,371512.26500,199296.00000,55.00000,119789.00000,978889.00000,23.29231,101108.75229,17.19805,0.00000,41.89640,95027.00000,50.00000,72093.00000,39891.00000,8.55033,533.00000,5074142.00000,0.46727,79.50521,0.22400,0.42467,52.83000,54.76000,0.77684,21673148.00000,0.00000,0.00000,9.60000,392596.00000,0.00952,9985596.52520,16402387.30400,15070285.30600,1469.68229,3573.00000,223032797.18154,0.00000,66.00000,399.00000,291.00000,53215030.09690
Oaxaca,2255.57752,0.20156,3553073.00000,1391645.00000,93343.00000,128513348.79123,119158470.94808,107075.00000,6115.00000,45.52268,3.46000,2.58000,3.12000,3.65000,0.53700,14.00000,626.00000,5239.00000,0.32795,5105015.00000,18.00000,3345.00000,5370.62000,5.00000,41244.60841,0.39218,640.30000,773.80000,0.00000,65.82212,74.30000,73.21200,0.30232,258735.00000,70722.00000,1.15534,600.00000,573768.00000,0.83050,5.00000,19.00000,18.80000,76.60000,55.50000,0.07129,433.99000,11900.00000,9.83157,552700.00000,0.01405,9.30000,10.40000,0.00000,46.20000,2.10065,1.21027,16.96000,542792.00000,7.47207,6.30000,,794469.70000,55682040.00000,1059758.35750,31397.00000,13.70000,27019.00000,802132.00000,6.35375,15061.69704,1.81857,0.00000,15347.18820,29218.00000,19.00000,14613.00000,6151.00000,476.53964,134.00000,270149.00000,0.53566,71.38849,0.00000,0.00000,36.38000,33.33000,0.96029,0.00000,0.00000,4.76103,7.45000,394322.00000,0.00867,4581109.19496,154727.80998,69071.17108,3.04133,592.00000,31174852.60662,0.00000,4.00000,24.00000,63.00000,11393027.37511
Puebla,4836.73658,0.24756,5435854.00000,2446090.00000,34251.00000,266780365.70464,248457360.26236,165237.00000,11830.00000,55.94781,2.24000,2.18000,1.14000,3.56000,0.55867,19.00000,364.00000,11667.00000,0.15674,768226.00000,11.00000,1739.00000,395.57000,32.00000,7967.29302,0.91127,2181.90000,1503.80000,1098.00000,61.52349,83.70000,74.03000,0.28938,548639.00000,131086.00000,1.21048,606.00000,819075.00000,0.92470,3.00000,19.00000,12.80000,83.50000,66.30000,0.08567,496.30000,65210.00000,3.16586,3057800.00000,0.01085,31.90000,11.23000,0.00000,55.20000,1.92585,0.57510,18.43000,606419.00000,7.49923,7.30000,,3226163.90000,145897796.00000,821108.13000,117491.00000,25.30000,50097.00000,1215190.00000,10.48371,32046.24993,4.77606,0.00000,0.60271,15028.00000,6.00000,29029.00000,20734.00000,267.34011,262.00000,1369733.00000,0.58392,66.87619,0.32725,0.55100,23.81000,47.62000,0.90235,3853800.00000,0.00000,30.10181,14.45000,656306.00000,0.00068,4737466.84632,5998823.24779,3755408.18407,766.39751,1554.00000,88845522.06357,0.00000,22.00000,109.00000,442.00000,23552022.42760
Querétaro,2705.16611,0.30579,1560391.50000,651195.00000,11658.00000,134992570.89654,126355298.29242,42491.00000,5226.00000,39.13751,2.39000,2.64000,4.02000,3.02000,0.35433,14.00000,74.00000,2871.00000,0.20438,247372.00000,6.00000,652.00000,3860.73000,21.00000,2440.83710,0.96934,657.40000,489.10000,367.00000,57.19577,95.40000,74.43570,0.21367,129732.00000,68446.00000,1.50919,167.00000,239788.00000,0.90040,1.00000,9.00000,8.20000,77.80000,55.50000,0.16343,499.47000,135477.00000,6.14538,1559500.00000,0.03378,36.90000,13.69000,0.00000,57.30000,2.19105,0.34335,26.04000,65371.50000,7.47187,8.20000,,2559684.70000,76365158.00000,155491.15000,60654.00000,44.90000,23027.00000,324381.00000,19.76207,15456.62551,9.84171,0.00000,0.66456,10589.00000,5.00000,12748.00000,12341.00000,163.62056,96.00000,640922.00000,0.85778,58.33497,0.12050,0.59733,26.67000,42.86000,0.98786,9682270.00000,0.00000,19.57312,4.15000,165006.00000,0.00052,3298934.65064,2777115.84491,3246278.07665,151.04894,478.00000,50250785.68588,0.00000,22.00000,98.00000,224.00000,11967426.49792
Quintana Roo,2229.00997,0.27748,1082464.00000,477375.00000,42535.00000,111901837.80916,105452805.25210,29079.00000,16354.00000,55.69569,3.44000,2.75000,2.76000,3.36000,0.56967,18.00000,137.00000,3696.00000,0.32795,3686715.00000,2.00000,792.00000,10040.72000,4.00000,8354.11597,0.07223,1349.90000,335.80000,209.00000,52.03279,96.70000,75.29460,0.26586,87065.00000,84408.00000,1.38388,37.00000,191718.00000,0.91790,3.00000,4.00000,5.90000,80.20000,56.20000,0.11017,497.80000,19491.00000,8.32202,2000700.00000,0.04581,69.20000,14.14000,0.00000,55.40000,2.35040,1.26299,29.19000,39023.00000,7.15225,8.40000,,3108767.90000,43523096.00000,89344.70500,52025.00000,139.50000,19324.00000,260195.00000,14.12937,9052.68923,8.30101,0.00000,9777.30128,118866.00000,96.00000,17667.00000,18078.00000,111.53058,84.00000,583808.00000,0.94040,66.83765,0.43075,0.85033,6.67000,50.00000,0.79701,1324307.00000,0.00000,0.00000,6.55000,111847.00000,0.43652,23695576.97942,80279.24712,256283.26924,79.34113,1792.00000,16360986.29770,0.00000,3.00000,27.00000,33.00000,9920375.69230
San Luis Potosí,2832.63369,0.28459,2388308.00000,962402.00000,61165.00000,148229993.70556,135668736.85371,63762.00000,4345.00000,34.86306,3.26000,2.35000,3.30000,3.14000,0.22533,16.00000,136.00000,6841.00000,0.00477,822044.00000,2.00000,1632.00000,747.26000,11.00000,10129.10229,1.18050,558.80000,631.45000,333.00000,63.38804,80.00000,74.22610,0.23733,230795.00000,89322.00000,1.20881,227.00000,338562.00000,0.98420,4.00000,10.00000,9.50000,81.00000,64.70000,0.06477,490.13000,36636.00000,19.26981,2721000.00000,0.03709,60.00000,7.09000,0.00000,45.00000,2.51228,-0.10453,22.69000,244675.50000,8.86458,7.60000,,2296442.20000,69181262.00000,597518.08500,79795.00000,24.10000,22854.00000,511256.00000,12.66238,14811.00274,6.83907,0.00000,17.75756,21418.00000,11.00000,9133.00000,18854.00000,171.25295,124.00000,457443.00000,0.32698,81.87500,0.16350,0.43600,44.44000,50.00000,0.87558,3832552.00000,0.00000,0.00000,8.40000,231621.00000,0.00086,3929475.38734,2742033.81751,2550009.51380,57.53420,511.00000,56173819.09449,0.00000,4.00000,77.00000,162.00000,13134924.19822
Sinaloa,2824.17153,0.31263,2609231.50000,1216515.00000,57331.00000,170614156.07525,154992870.07259,64611.00000,14904.00000,75.68493,2.80000,2.56000,2.08000,3.00000,0.15000,7.00000,381.00000,3780.00000,0.11041,2701741.00000,2.00000,1206.00000,510.02000,13.00000,31558.44427,0.22267,2792.50000,861.40000,691.00000,55.04420,97.00000,73.97870,0.25030,292436.00000,141183.00000,1.64225,186.00000,416770.00000,0.99030,4.00000,13.00000,7.50000,76.00000,59.10000,0.02987,515.67000,52335.00000,23.05774,3225000.00000,0.01811,54.50000,9.98000,0.00000,54.40000,2.13772,0.47814,27.64000,294546.00000,18.21506,8.30000,,3513365.10000,60963076.00000,1163847.00500,93159.00000,32.20000,58668.00000,622427.00000,13.81540,23338.82197,18.34229,0.00000,7741.85412,87504.00000,48.00000,14814.00000,20138.00000,222.40520,210.00000,844283.00000,0.69770,76.57932,0.30150,0.44767,64.38000,71.43000,0.87244,0.00000,0.00000,0.00000,6.05000,289127.00000,0.03743,6175277.59127,1024943.20452,587294.34548,54.96973,1101.00000,33677361.62288,0.00000,5.00000,45.00000,79.00000,15125368.44639
Sonora,3656.62790,0.31786,2346694.50000,1046690.00000,179516.00000,195859918.98059,179330489.08379,66660.00000,14469.00000,41.50794,2.60000,2.62000,2.37000,2.41000,0.39733,25.00000,252.00000,3277.00000,0.11041,3770222.00000,13.00000,1375.00000,10243.46000,27.00000,3903.17917,0.71656,2575.10000,766.50000,360.00000,53.49460,97.50000,74.47950,0.20272,222630.00000,138395.00000,1.67043,222.00000,344547.00000,0.92220,1.00000,13.00000,3.90000,81.10000,55.90000,0.03365,504.71000,45974.00000,23.46963,5419900.00000,0.01362,72.90000,12.60000,0.00000,53.10000,2.15916,0.14586,26.61000,111114.00000,16.98821,8.70000,,3702385.60000,101141553.00000,507597.18000,125836.00000,40.80000,48493.00000,588392.00000,19.77184,22767.62943,7.27255,0.00000,4107.82079,66550.00000,38.00000,9834.00000,23232.00000,98.92023,223.00000,1086181.00000,0.27853,75.45878,0.25825,0.29800,69.46000,52.38000,0.78399,16408251.00000,0.00000,9.93301,4.85000,259446.00000,0.00673,6096612.13929,6651099.59589,4308604.15341,308.74018,696.00000,64896389.06760,0.00000,3.00000,68.00000,176.00000,17363467.99473
Tabasco,1873.15740,0.25033,2004825.00000,818143.00000,24747.00000,208570807.75909,177256378.22835,44186.00000,6186.00000,62.67658,3.35000,2.85000,2.88000,3.08000,0.31133,12.00000,110.00000,4613.00000,0.32795,276618.00000,65.00000,896.00000,3027.07000,12.00000,104547.88557,0.03068,872.00000,591.30000,208.00000,55.36877,71.90000,73.77500,0.23310,180757.00000,87719.00000,1.92935,112.00000,207898.00000,1.09230,1.00000,11.00000,8.40000,80.90000,66.40000,0.08329,478.56000,29570.00000,0.96903,493400.00000,0.01152,4.00000,8.42000,0.00000,63.20000,1.96472,0.44911,21.23000,189604.50000,9.47481,7.90000,,1199213.40000,66522311.00000,285458.42500,31323.00000,20.50000,17044.00000,435096.00000,10.15769,13542.72236,3.41691,0.00000,21095.00000,22267.00000,19.00000,9894.00000,8477.00000,121.77812,107.00000,519458.00000,0.40409,84.50223,0.39625,0.48200,32.89000,50.00000,0.95674,0.00000,0.00000,0.00000,10.25000,201986.00000,0.00069,3478321.93723,34618.46427,191340.78212,150.94884,167.00000,126936110.36325,0.00000,5.00000,55.00000,39.00000,9420937.27264
Tamaulipas,5003.01614,0.33066,2972874.00000,1282932.00000,80148.00000,284619852.32790,261049770.96276,85274.00000,10709.00000,51.54484,3.06000,2.64000,2.16000,3.05000,0.38633,25.00000,217.00000,4372.00000,0.00477,1584336.00000,44.00000,1505.00000,5728.37000,21.00000,34051.87352,0.36255,2642.20000,1011.05000,500.00000,51.89922,95.70000,74.34770,0.21519,282315.00000,162986.00000,1.59408,149.00000,451846.00000,0.94040,3.00000,12.00000,4.30000,80.70000,64.00000,0.07984,496.80000,73776.00000,10.30867,1343000.00000,0.05390,17.30000,5.77000,0.00000,51.81000,1.52530,0.24174,27.92000,98585.00000,7.58308,8.60000,,5145635.10000,133961539.00000,1305888.94250,119478.00000,40.40000,29829.00000,773256.00000,15.56061,30811.46855,7.49653,0.00000,22338.48714,43466.00000,20.00000,16469.00000,60451.00000,14.42271,264.00000,1076400.00000,0.62385,73.78125,0.31000,0.82733,40.32000,42.86000,0.83977,0.00000,0.00000,0.00000,5.95000,304114.00000,0.02488,8105335.32730,15658783.63022,13403362.62104,236.46131,1336.00000,119148335.74317,0.00000,7.00000,117.00000,65.00000,23421770.79726
